SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,Pacific General Medical Clinic,Tacoma,98408,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.71,0.59,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Northgate Clinic,Seattle,98125,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Bellingham Clinic, Cordata Main",Bellingham,98226,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.66,0.54,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Newcastle Clinic,Newcastle,98056,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,60.23,54.16,66.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Healthpoint Auburn,Auburn,98002,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,101.63,98.33,104.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Apple Valley Family Medicine,Yakima,98902,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.89,0.83,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sea-Mar Community Health Center - Seattle,Seattle,98108,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.62,0.47,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Country Doctor Community Clinc,Seattle,98112,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Longview Clinic, Lakefront",Longview,98632,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.51,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Puyallup Internal Medicine Clinic,Puyallup,98372,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Doctors Clinic - Port Orchard,Port Orchard,98366,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Maple Valley Clinic,Maple Valley,98038,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,92.05,77.6,106.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Puyallup Medical Center,Puyallup,98374,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.94,0.89,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Healthpoint Tukwila,Tukwila,98168,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.89,0.81,0.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Burien Medical Center,Burien,98166,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.87,0.74,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peacehealth Medical Group - Bellingham Clinic,Bellingham,98225,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.64,0.52,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Pt. Fosdick,Gig Harbor,98335,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.92,0.81,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Factoria,Bellevue,98006,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.42,0.27,0.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,General Internal Medicine Center At Uwmc - Roosevelt,Seattle,98105,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ocean Beach Hospital - Medical Clinic,Ilwaco,98624,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.57,0.47,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Salmon Creek,Vancouver,98686,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Edmonds Family Medicine,Edmonds,98026,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Multicare East Pierce Family Medicine,Puyallup,98372,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.49,0.35,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Bainbridge Island Medical Center,Bainbridge Island,98110,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.81,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - St Peter Family Medicine,Olympia,98506,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.63,0.56,0.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Battle Ground Medical Office,Battle Ground,98604,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,81.35,71.11,91.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Monroe Clinic,Monroe,98272,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.71,0.54,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Ravenna Clinic,Seattle,98105,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.58,0.39,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pullman Family Medicine,Pullman,99163,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.71,0.55,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Franciscan Medical Clinic - St. Joseph, J Street",Tacoma,98405,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.88,0.83,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Richland Primary Care,Richland,99352,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.77,0.65,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Silverdale Medical Center,Silverdale,98383,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.67,0.59,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Harborview Adult Medicine Clinic,Seattle,98104,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,34.66,27.96,41.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Rockwood Valley Clinic,Spokane Valley,99216,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,98.14,95.04,101.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group- Longview Clinic, St. John",Longview,98632,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.61,0.57,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Olympia Clinic,Olympia,98506,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.46,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Fairwood Clinic,Renton,98058,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.64,0.56,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Fairwood Clinic,Renton,98058,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.55,0.43,0.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Issaquah Medical Center,Issaquah,98027,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.82,0.77,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Pediatrics - Edmonds,Edmonds,98026,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.67,0.53,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Factoria,Bellevue,98006,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.91,0.82,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Vancouver Clinic - Battle Ground,Battle Ground,98604,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.39,0.22,0.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Olympia Medical Center,Olympia,98506,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.79,0.66,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific Medical Centers - Lynnwood,Lynnwood,98036,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.78,0.65,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Skagit Pediatrics - Mount Vernon,Mount Vernon,98274,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,North Cascade Family Physicians,Mount Vernon,98274,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.87,0.82,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific General Medical Clinic,Tacoma,98408,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,18.95,15.69,22.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific Medical Centers - Northgate,Seattle,98125,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Redmond Primary Care,Redmond,98052,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.86,0.79,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Edmonds Family Medicine,Edmonds,98026,COMMERCIAL,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.95,0.91,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Everett Clinic - Shoreline,Shoreline,98133,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.8,0.7,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Valley Medical Center - Lake Sawyer Clinic,Maple Valley,98038,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.76,0.61,0.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley Medical Center - Newcastle Clinic,Newcastle,98056,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.59,0.32,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Samaritan Clinic - Moses Lake,Moses Lake,98837,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.31,0.17,0.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,The Everett Clinic - Marysville,Marysville,98270,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.71,0.67,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente - Northgate Medical Center,Seattle,98115,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.74,0.65,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Yakima Valley Farm Workers Clinic , Valley Vista Medical Group",Prosser,99350,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.73,0.58,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Puyallup Internal Medicine Clinic,Puyallup,98372,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.83,0.71,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Lake City,Seattle,98125,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.51,0.39,0.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Everett Clinic - Marysville,Marysville,98270,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.72,0.56,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Woodinville Clinic,Woodinville,98072,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,13.92,12.27,15.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Rainier Beach,Seattle,98118,MEDICAID,AAB,Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,Compliance,Percent Compliance,Overall,0.38,0.2,0.56,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Island Family Physicians,Anacortes,98221,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.82,0.73,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Lynden Family Medicine,Lynden,98264,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.29,0.09,0.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,The Vancouver Clinic - 87th Avenue,Vancouver,98664,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,51.77,50.19,53.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Olympic Physicians - Mason General Hospital,Shelton,98584,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,12.75,8.95,16.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Polyclinic - Broadway,Seattle,98122,COMMERCIAL,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.86,0.77,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Everett Medical Center,Everett,98201,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,67.61,62.72,72.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Auburn,Auburn,98002,MEDICAID,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.69,0.54,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Lincoln Avenue Medical-Dental Clinic",Yakima,98902,MEDICAID,CWP,Appropriate Testing for Children With Pharyngitis,Compliance,Percent Compliance,Overall,0.87,0.8,0.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Valley Medical Center - Senior Care & Internal Medicine,Renton,98055,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.76,0.66,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Everett Clinic - Stanwood,Stanwood,98292,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.68,0.51,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Statewide,,,,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.64,0.64,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Clinic,Carolyn Downs Family Medical Center,Seattle,98122,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Confluence Health - Central Washington Hospital & Clinics, Miller Street",Wenatchee,98801,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.74,0.59,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Association Of Spokane - Maple Street Clinic,Spokane,99205,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.65,0.53,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Burien,Burien,98148,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.77,0.7,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Legacy Medical Group - Salmon Creek Family Medicine,Vancouver,98686,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,5.87,3.53,8.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Shelton Family Medicine And Orthopedics,Shelton,98584,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,86.65,82.99,90.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Edmonds Primary Care,Edmonds,98026,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.8,0.72,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Cascade Family Physicians,Mount Vernon,98274,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.71,0.66,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Multicare Tacoma Central Family Medicine,Tacoma,98405,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kadlec Senior Clinic - Richland,Richland,99352,MEDICAID,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.9,0.78,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Tacoma Family Medicine,Tacoma,98405,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,11.18,8.48,13.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Birth & Family Clinic - Edmonds,Edmonds,98026,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,3.25,0,9.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Hudson'S Bay Medical Group,Vancouver,98663,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Deer Park Family Care Clinic,Deer Park,99006,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Pediatrics - Meadow Creek,Issaquah,98027,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
